Order ID,Status,seller city,seller state,seller-postal-code,ship-country,B2B
402-8078642-8565124,Cancelled,Puri-2,ODISHA,752002,IN,FALSE
402-2820441-9623566,Shipped,TIKABALI,ODISHA,762010,IN,FALSE
171-4312987-5366767,Shipped,BIHARSHARIF,BIHAR,803115,IN,FALSE
403-5189998-9343503,Shipped,HYDERABAD,TELANGANA,500075,IN,FALSE
407-9863928-5979501,Shipped - Delivered to Buyer,PARAVUR,KERALA,683513,IN,FALSE
171-4644162-9093116,Shipped - Delivered to Buyer,BASTI,UTTAR PRADESH,272001,IN,FALSE
406-0974406-3179521,Shipped,WALAJAPET,TAMIL NADU,632513,IN,FALSE
402-0048138-1845122,Shipped,Dimapur,NAGALAND,797112,IN,FALSE
407-6283946-7749133,Shipped,Bengaluru,KARNATAKA,560029,IN,FALSE
407-0542879-1795554,Shipped - Delivered to Buyer,Mahendragarh,HARYANA,123027,IN,FALSE
406-0218328-1773963,Cancelled,WALAJAPET,TAMIL NADU,632513,IN,FALSE
407-3742007-3242711,Shipped,HYDERABAD,TELANGANA,500086,IN,FALSE
405-3067317-3360344,Shipped,GREATER NOIDA,UTTAR PRADESH,201306,IN,FALSE
406-5648244-8317954,Shipped,New Delhi,DELHI,110019,IN,FALSE
171-3460653-0171519,Shipped,GURUGRAM,HARYANA,122002,IN,FALSE
404-5337874-2284337,Shipped,BENGALURU,KARNATAKA,560040,IN,FALSE
405-2660443-4165145,Shipped - Delivered to Buyer,BENGALURU,KARNATAKA,560022,IN,FALSE
402-3329522-2367566,Shipped,MUMBAI,MAHARASHTRA,400069,IN,FALSE
406-3078054-1755513,Shipped,BIJNOR,UTTAR PRADESH,246722,IN,FALSE
171-4647176-6456305,Shipped,MUMBAI,MAHARASHTRA,400078,IN,FALSE
408-5011528-8276347,Shipped,ALLAHABAD,UTTAR PRADESH,211001,IN,FALSE
407-4097885-3129958,Shipped - Delivered to Buyer,VASAI VIRAR,MAHARASHTRA,401202,IN,FALSE
171-1224053-5752314,Cancelled,BENGALURU,KARNATAKA,560087,IN,FALSE
406-2849582-6531553,Shipped,BIJNOR,UTTAR PRADESH,246701,IN,FALSE
407-5875767-6399551,Shipped,HYDERABAD,TELANGANA,500085,IN,FALSE
171-6336729-6763536,Cancelled,BENGALURU,KARNATAKA,560037,IN,FALSE
404-3907920-5281963,Shipped,HYDERABAD,TELANGANA,500090,IN,FALSE
408-7310428-6047538,Shipped,BENGALURU,KARNATAKA,560075,IN,FALSE
403-2608092-6065935,Shipped,MANGALURU,KARNATAKA,575001,IN,FALSE
404-9760385-9109154,Shipped,HYDERABAD,TELANGANA,500034,IN,FALSE
405-0732969-3941948,Shipped - Delivered to Buyer,NEW TOWN,WEST BENGAL,700059,IN,FALSE
402-2720308-2560327,Shipped,MUMBAI,MAHARASHTRA,400016,IN,FALSE
402-0589123-6183541,Shipped,MUMBAI,MAHARASHTRA,400016,IN,FALSE
408-3874942-9917143,Shipped,SAMBHAL,UTTAR PRADESH,244302,IN,FALSE
402-1706149-0949104,Shipped,NAGPUR,MAHARASHTRA,441002,IN,FALSE
407-1672316-3245939,Shipped,ELAVANASURKOTTAI,TAMIL NADU,607202,IN,FALSE
405-1832646-7988329,Shipped,SANGLI MIRAJ KUPWAD,MAHARASHTRA,416410,IN,FALSE
408-9692204-9817146,Cancelled,KALYAN,MAHARASHTRA,421306,IN,FALSE
402-9339129-6219537,Cancelled,MYSURU,KARNATAKA,570016,IN,FALSE
405-3036350-8089120,Shipped,ANKLESHWR,Gujarat,393002,IN,FALSE
404-6680046-0839536,Shipped - Delivered to Buyer,Chennai,TAMIL NADU,600117,IN,FALSE
406-2966654-4672325,Shipped,Greater Noida West,UTTAR PRADESH,201009,IN,FALSE
403-4845285-4565113,Shipped,JAMMU,JAMMU & KASHMIR,180007,IN,FALSE
171-4496851-5319548,Shipped,BENGALURU,KARNATAKA,560085,IN,FALSE
408-3416118-1167564,Shipped,ITANAGAR,ARUNACHAL PRADESH,791113,IN,FALSE
406-1590113-9193914,Shipped,KOLKATA,WEST BENGAL,700075,IN,FALSE
404-0363929-8015528,Shipped,KARANJA,MAHARASHTRA,444105,IN,FALSE
407-7173744-5333154,Shipped - Delivered to Buyer,NEW DELHI,DELHI,110074,IN,FALSE
405-6880044-2861120,Shipped,NIMBAHERA,RAJASTHAN,312620,IN,FALSE
403-4337144-0984323,Cancelled,JAMMU,JAMMU & KASHMIR,180007,IN,FALSE
171-1851948-5476361,Shipped,Imphal East,MANIPUR,795010,IN,FALSE
171-5810429-4493110,Shipped,BIDHAN NAGAR,WEST BENGAL,700064,IN,FALSE
171-1068229-1581965,Shipped,BIDHAN NAGAR,WEST BENGAL,700064,IN,FALSE
402-2105140-3584364,Shipped,BENGALURU,KARNATAKA,560064,IN,FALSE
403-3561336-3563535,Shipped,AHMEDABAD,Gujarat,380015,IN,FALSE
402-9532672-5385917,Shipped,TIRUCHIRAPPALLI,TAMIL NADU,620001,IN,FALSE
408-4547464-4180323,Shipped - Delivered to Buyer,BHUBANESWAR,ODISHA,752054,IN,FALSE
402-2211107-5096323,Shipped,ALIGARH,UTTAR PRADESH,202001,IN,FALSE
403-9412025-7537140,Shipped,KOCHI,KERALA,682006,IN,FALSE
403-5456917-5571511,Cancelled,GHAZIABAD,UTTAR PRADESH,201014,IN,FALSE
171-8452330-4756317,Shipped,PUNE,MAHARASHTRA,412207,IN,FALSE
171-4350114-4299568,Shipped - Delivered to Buyer,PUNE,MAHARASHTRA,412207,IN,FALSE
405-8692900-3888310,Shipped,Bangalore,KARNATAKA,560016,IN,FALSE
402-6750101-3923558,Shipped,MALAPPURAM,KERALA,676517,IN,FALSE
403-5725327-6264327,Shipped,NOIDA,UTTAR PRADESH,201301,IN,FALSE
403-5209693-1173944,Shipped,GREATER NOIDA,UTTAR PRADESH,201308,IN,FALSE
403-8255889-7526765,Shipped,PATNA,BIHAR,800023,IN,FALSE
407-3554912-7244363,Shipped,SIBSAGAR,ASSAM,785674,IN,FALSE
407-4737202-9096304,Shipped - Delivered to Buyer,GAYA,BIHAR,823001,IN,FALSE
171-2842936-5423534,Shipped,BENGALURU,KARNATAKA,560083,IN,FALSE
407-4936046-5852304,Cancelled,GURUGRAM,HARYANA,122001,IN,FALSE
402-9580874-3525948,Shipped,KOLLAM,KERALA,691522,IN,FALSE
404-7426070-1355530,Shipped,HYDERABAD,TELANGANA,500034,IN,FALSE
406-4878137-1126707,Shipped,PUNE,MAHARASHTRA,411052,IN,FALSE
171-3505516-3505949,Shipped,PUNE,MAHARASHTRA,411046,IN,FALSE
406-6199849-7523514,Shipped,PERALASSERI,KERALA,670622,IN,FALSE
406-6180074-2350757,Shipped,BENGALURU,KARNATAKA,560102,IN,FALSE
406-2403215-8361103,Shipped - Delivered to Buyer,BENGALURU,KARNATAKA,560102,IN,FALSE
404-6578109-5618751,Shipped - Delivered to Buyer,BENGALURU,KARNATAKA,560100,IN,FALSE
407-2307966-4961113,Shipped,UDUPI,KARNATAKA,576104,IN,FALSE
404-5539778-0029904,Shipped,MARIANI,ASSAM,785634,IN,FALSE
171-6222676-0740318,Shipped,NEW DELHI,DELHI,110075,IN,FALSE
403-2166075-2254703,Shipped,MANGALURU,KARNATAKA,575006,IN,FALSE
407-5766340-7411567,Shipped,AHMEDABAD,Gujarat,380022,IN,TRUE
404-0634392-1837110,Cancelled,KARANJA,MAHARASHTRA,444105,IN,FALSE
408-2759943-9849959,Shipped,KOLKATA,WEST BENGAL,700051,IN,FALSE
403-5977671-8855508,Shipped - Returned to Seller,COOCH BEHAR,WEST BENGAL,736101,IN,FALSE
408-9321153-0591557,Shipped,BENGALURU,KARNATAKA,560029,IN,FALSE
404-0696150-3898703,Shipped - Delivered to Buyer,PUNE,MAHARASHTRA,411037,IN,FALSE
406-7586136-6520337,Shipped - Delivered to Buyer,DEHRADUN,UTTARAKHAND,248009,IN,FALSE
407-6146457-8788352,Shipped,GAYA,BIHAR,823001,IN,FALSE
404-8514200-3544346,Cancelled,BENGALURU,KARNATAKA,560036,IN,FALSE
404-7452877-2137949,Cancelled,BENGALURU,KARNATAKA,560036,IN,FALSE
402-2703790-2816329,Cancelled,JHARIA KHAS,JHARKHAND,828111,IN,FALSE
407-1515930-8661921,Shipped,KOLKATA,WEST BENGAL,700070,IN,FALSE
405-9144614-1601126,Shipped - Delivered to Buyer,Secunderabad,TELANGANA,500010,IN,FALSE
407-0994909-4122733,Shipped,UDAIPUR,RAJASTHAN,313001,IN,FALSE
402-7042386-5486768,Shipped,COIMBATORE,TAMIL NADU,641030,IN,FALSE
403-7652993-1507525,Shipped,BHUBANESWAR,ODISHA,751006,IN,FALSE
407-3847456-6656309,Shipped,BHAGALPUR,BIHAR,812003,IN,FALSE
171-7623384-8040337,Shipped,NAGPUR,MAHARASHTRA,440036,IN,FALSE
171-4607096-6413920,Shipped - Delivered to Buyer,NAGPUR,MAHARASHTRA,440036,IN,FALSE
404-6783988-2006729,Shipped,CHENNAI,TAMIL NADU,600096,IN,FALSE
404-6975277-1927553,Shipped - Delivered to Buyer,BERHAMPORE,WEST BENGAL,742103,IN,FALSE
402-5586272-3646748,Shipped,Dehradun,UTTARAKHAND,248001,IN,FALSE
171-6655820-6440356,Shipped,MUMBAI,MAHARASHTRA,400101,IN,FALSE
171-1584788-8864335,Shipped - Delivered to Buyer,MUMBAI,MAHARASHTRA,400101,IN,FALSE
402-0150402-0900371,Shipped,SEONI,MADHYA PRADESH,480661,IN,FALSE
408-6791822-5493964,Shipped,Agra,UTTAR PRADESH,282002,IN,FALSE
405-0483874-0889137,Shipped,LUCKNOW,UTTAR PRADESH,226029,IN,FALSE
407-5600921-2143569,Cancelled,BENGALURU,KARNATAKA,560067,IN,FALSE
404-1607808-0769930,Cancelled,PATNA,BIHAR,800001,IN,FALSE
407-5124083-2725136,Shipped,GHAZIABAD,UTTAR PRADESH,201012,IN,FALSE
407-4766116-5412325,Shipped,Nermand,HIMACHAL PRADESH,172023,IN,FALSE
402-6885004-6990731,Shipped,CHENNAI,TAMIL NADU,600010,IN,FALSE
402-2207276-9869933,Shipped,KAMAREDDY,TELANGANA,503111,IN,FALSE
407-9494293-9423561,Shipped,SRINAGAR,JAMMU & KASHMIR,190015,IN,FALSE
171-6867266-8495534,Shipped,BENGALURU,KARNATAKA,560042,IN,FALSE
408-3475592-6193128,Shipped,MUDDEBIHAL,KARNATAKA,586212,IN,FALSE
171-1987024-2709164,Shipped,SANTHAMAGULURU MANDAL,ANDHRA PRADESH,523302,IN,FALSE
406-1522425-5387565,Shipped,HYDERABAD,TELANGANA,500058,IN,FALSE
171-3270734-5045130,Shipped,NEW DELHI,DELHI,110045,IN,FALSE
408-4101226-7217932,Shipped - Delivered to Buyer,LUCKNOW,UTTAR PRADESH,226010,IN,FALSE
171-5719664-5449151,Cancelled,BENGALURU,KARNATAKA,560042,IN,FALSE
403-9400764-4029123,Shipped,BENGALURU,KARNATAKA,560102,IN,FALSE
406-8413944-2634744,Shipped,Hyderabad,TELANGANA,500032,IN,FALSE
406-8271099-5133911,Shipped,BENGALURU,KARNATAKA,562125,IN,FALSE
405-3441326-1516368,Shipped,KOLKATA 700034,WEST BENGAL,700034,IN,FALSE
408-8009772-6580317,Shipped,kolkata,WEST BENGAL,700045,IN,FALSE
402-4774686-7773937,Shipped - Delivered to Buyer,HYDERABAD,TELANGANA,500001,IN,FALSE
402-2860689-5652319,Shipped,SEONI,MADHYA PRADESH,480661,IN,FALSE
406-6386989-1689108,Shipped - Delivered to Buyer,BARUIPUR,WEST BENGAL,700145,IN,FALSE
408-9720884-9553122,Shipped,KENDRAPARA,ODISHA,754211,IN,FALSE
408-6428766-2839536,Shipped - Delivered to Buyer,KENDRAPARA,ODISHA,754211,IN,FALSE
408-8641795-6914711,Shipped,GURUGRAM,HARYANA,122001,IN,FALSE
402-9475978-1434754,Shipped,VIJAYAWADA,ANDHRA PRADESH,521225,IN,FALSE
407-5776821-9327552,Shipped,MUMBAI,MAHARASHTRA,400072,IN,FALSE
171-6845071-0336346,Shipped,NASHIK,MAHARASHTRA,422003,IN,FALSE
404-7491342-1035558,Shipped,THANE,MAHARASHTRA,401107,IN,FALSE
171-6783343-9758701,Shipped,HOSHIARPUR,PUNJAB,146001,IN,FALSE
402-0043314-1059527,Cancelled,SEONI,MADHYA PRADESH,480661,IN,FALSE
406-6586654-6641140,Shipped - Delivered to Buyer,BENGALURU,KARNATAKA,560010,IN,FALSE
405-6120626-0941135,Shipped,Bengaluru,KARNATAKA,560017,IN,FALSE
408-9255314-3102740,Shipped,BARSHI,MAHARASHTRA,413401,IN,FALSE
408-3436456-9893130,Shipped,MUMBAI,MAHARASHTRA,400080,IN,FALSE
408-3870331-6287517,Shipped,Dehradun,UTTARAKHAND,248001,IN,FALSE
407-2882576-2777135,Shipped - Delivered to Buyer,HYDERABAD,TELANGANA,500089,IN,FALSE
403-2256919-4846738,Shipped - Delivered to Buyer,BENGALURU,KARNATAKA,560068,IN,FALSE
403-2920089-2403567,Shipped,CHENNAI,TAMIL NADU,600036,IN,FALSE
406-7792526-4685142,Shipped,HYDERABAD,TELANGANA,500028,IN,FALSE
406-7680255-6117120,Shipped,HYDERABAD,TELANGANA,500028,IN,FALSE
402-4646784-8411501,Shipped - Delivered to Buyer,CHANDI MANDIR,HARYANA,134107,IN,FALSE
405-2788163-4515521,Shipped - Delivered to Buyer,ujjain,MADHYA PRADESH,456010,IN,FALSE
405-1757140-2025918,Shipped,ujjain,MADHYA PRADESH,456010,IN,FALSE
403-9105351-8453114,Shipped,Haldwani,UTTARAKHAND,263139,IN,FALSE
402-0503400-6235514,Shipped,CHENNAI,TAMIL NADU,600125,IN,FALSE
408-3201739-2676310,Shipped,MUMBAI,MAHARASHTRA,400049,IN,FALSE
171-8027093-8553945,Shipped,Uttarkashi,UTTARAKHAND,249193,IN,FALSE
403-3331597-7637100,Shipped,BHUBANESWAR,ODISHA,751006,IN,FALSE
403-4424319-6635501,Shipped,Old Goa,Goa,403107,IN,FALSE
403-0906375-2269150,Cancelled,MAHESHWAR,MADHYA PRADESH,451224,IN,FALSE
406-7261451-5682727,Shipped,BENGALURU,KARNATAKA,560037,IN,FALSE
407-5096970-7475550,Cancelled,HARDOI,UTTAR PRADESH,241001,IN,FALSE
402-6566640-5417947,Shipped,HYDERABAD,TELANGANA,500073,IN,FALSE
402-5302912-6805151,Shipped - Delivered to Buyer,HYDERABAD,TELANGANA,500073,IN,FALSE
407-9707366-3029944,Cancelled,NEW DELHI,DELHI,110074,IN,FALSE
402-1365379-0131533,Cancelled,KAMAREDDY,TELANGANA,503111,IN,FALSE
408-5540360-9479519,Shipped - Delivered to Buyer,SHILLONG,MEGHALAYA,793008,IN,FALSE
