Customer ID,Sales,Quantity,Discount,Profit
SP-20650,58.38,7,0,26.271
SP-20650,105.52,4,0,48.5392
SP-20650,80.88,6,0,21.0288
NK-18490,6.63,3,0,1.7901
DB-13060,457.568,2,0.2,51.4764
NP-18670,14.62,2,0,6.8714
NP-18670,944.93,7,0,236.2325
TT-21070,5.98,1,0,2.691
EM-13960,54.384,2,0.2,1.3596
RD-19900,28.4,5,0,13.348
MJ-17740,27.68,2,0.2,9.688
BM-11140,9.936,3,0.2,2.7324
BM-11140,8159.952,8,0.4,-1359.992
BM-11140,275.928,3,0.2,-58.6347
BM-11140,1740.06,9,0.3,-24.858
BM-11140,32.064,6,0.2,6.8136
BM-11140,177.98,5,0.8,-453.849
BM-11140,143.976,3,0.2,8.9985
CS-12130,20.94,3,0,9.8418
CS-12130,110.96,2,0,53.2608
CS-12130,340.144,7,0.2,21.259
JB-15400,52.448,2,0.8,-131.12
JB-15400,20.16,4,0.2,6.552
SJ-20500,97.264,4,0.8,-243.16
JE-15745,396.802,7,0.3,-11.3372
JE-15745,15.88,5,0.2,-3.7715
JK-15640,3.28,1,0,1.4104
DK-13150,24.816,2,0.2,1.8612
DK-13150,408.744,7,0.2,76.6395
RM-19675,503.96,4,0,131.0296
RM-19675,149.95,5,0,41.986
RM-19675,29,2,0,7.25
SK-19990,7.16,2,0,3.4368
FM-14290,176.8,8,0,22.984
AM-10360,37.224,3,0.2,3.7224
AM-10360,20.016,3,0.2,6.255
MP-17470,899.136,4,0.2,112.392
MP-17470,71.76,6,0,20.0928
MP-17470,51.84,8,0,24.8832
MP-17470,626.352,3,0.2,46.9764
MP-17470,19.9,5,0,6.567
MZ-17515,14.28,7,0,6.7116
CB-12025,7.408,2,0.2,1.2038
CB-12025,6.048,3,0.2,1.5876
VM-21685,46.26,3,0,12.0276
FH-14365,2.946,2,0.7,-2.2586
FH-14365,16.056,3,0.2,5.8203
MB-17305,21.744,3,0.2,6.795
BS-11755,218.75,2,0.5,-161.875
BS-11755,2.6,1,0.2,0.2925
LC-17140,66.284,2,0.8,-178.9668
HK-14890,35.168,7,0.2,9.6712
LE-16810,444.768,4,0.2,44.4768
JH-15985,83.92,4,0,5.8744
JH-15985,131.98,2,0,35.6346
JH-15985,15.92,4,0,7.4824
JH-15985,52.29,9,0,16.2099
JH-15985,91.99,1,0,3.6796
MS-17980,20.8,2,0.2,6.5
VW-21775,23.68,2,0.2,8.88
VW-21775,452.45,5,0.5,-244.323
VW-21775,62.982,3,0.4,-14.6958
VW-21775,1188,9,0.7,-950.4
VW-21775,89.584,2,0.2,4.4792
JH-15910,93.06,6,0,26.0568
JH-15910,302.376,3,0.2,22.6782
JB-15925,5.584,2,0.2,1.8148
JB-15925,22.704,6,0.2,8.2302
JB-15925,19.776,4,0.7,-13.8432
JB-15925,72.704,4,0.2,19.0848
JB-15925,479.988,4,0.7,-383.9904
JB-15925,27.168,2,0.2,2.7168
DS-13180,2.2,1,0,0.968
DS-13180,622.45,5,0,136.939
DS-13180,21.98,1,0,0.2198
VD-21670,161.568,2,0.2,-28.2744
VD-21670,389.696,8,0.2,43.8408
EA-14035,18.648,7,0.7,-12.432
CS-12400,233.86,2,0.45,-102.048
CS-12400,620.6145,3,0.45,-248.2458
CS-12400,5.328,2,0.7,-3.552
CS-12400,258.072,3,0.2,0
CS-12400,617.976,3,0.2,-7.7247
DB-13120,10.56,2,0,4.752
KL-16645,25.92,5,0.2,9.396
KL-16645,419.68,5,0.6,-356.728
KL-16645,11.688,3,0.6,-4.6752
KL-16645,31.984,2,0.2,11.1944
KL-16645,177.225,5,0.5,-120.513
KL-16645,4.044,3,0.6,-2.8308
KL-16645,7.408,2,0.2,1.2038
DW-13480,2001.86,7,0,580.5394
DW-13480,166.72,2,0,41.68
DW-13480,47.88,6,0,23.94
DW-13480,1503.25,5,0,496.0725
DW-13480,25.92,4,0,12.4416
LH-17155,321.568,2,0.2,28.1372
KC-16540,7.61,1,0,3.5767
KC-16540,3347.37,13,0,636.0003
DL-13315,80.58,6,0,22.5624
DL-13315,361.92,4,0,162.864
DR-12880,12.132,9,0.6,-8.4924
DR-12880,82.368,2,0.2,-19.5624
DR-12880,53.92,5,0.2,4.044
DR-12880,647.904,6,0.2,56.6916
CC-12670,20.37,3,0,6.9258
CC-12670,221.55,3,0,6.6465
CC-12670,17.52,5,0.2,6.132
Dl-13600,1.624,2,0.8,-4.466
SB-20290,3059.982,3,0.4,-509.997
SB-20290,2519.958,7,0.4,-251.9958
RC-19825,328.224,4,0.2,28.7196
AH-10210,79.9,2,0,35.156
CB-12535,14.016,3,0.2,4.7304
PG-18895,7.56,6,0,0.3024
CA-12310,37.208,1,0.2,-7.4416
CA-12310,57.576,3,0.2,21.591
KH-16690,725.84,4,0,210.4936
HA-14920,209.93,7,0,92.3692
HA-14920,5.28,3,0,2.3232
HA-14920,10.92,3,0.2,4.095
BB-10990,8.82,2,0,4.0572
BB-10990,5.98,1,0,1.5548
AG-10495,11.648,2,0.2,4.0768
AG-10495,18.176,4,0.2,5.9072
AG-10495,59.712,6,0.2,5.9712
AG-10495,24.84,3,0.2,8.694
SC-20725,2.08,5,0.8,-3.432
SC-20725,1114.4,7,0.2,376.11
JO-15280,1038.84,5,0.2,51.942
TB-21520,141.76,5,0.2,47.844
TB-21520,239.8,5,0.2,47.96
TB-21520,31.104,6,0.2,10.8864
AH-10195,254.058,7,0.7,-169.372
AH-10195,194.528,2,0.2,24.316
AH-10195,961.48,5,0.2,-204.3145
NZ-18565,19.096,7,0.2,6.6836
NZ-18565,18.496,8,0.2,6.2424
NZ-18565,255.984,2,0.2,54.3966
NZ-18565,86.97,3,0.5,-48.7032
KL-16555,300.416,8,0.2,78.8592
KL-16555,230.352,3,0.2,20.1558
KL-16555,218.352,3,0.2,-24.5646
KL-16555,78.6,5,0.7,-62.88
KL-16555,27.552,3,0.2,9.2988
JD-15895,32.4,5,0,15.552
JD-15895,1082.48,8,0,10.8248
JD-15895,56.91,3,0,27.3168
JD-15895,77.6,4,0,38.024
JD-15895,14.28,1,0,6.5688
JH-15910,219.075,3,0.5,-131.445
AS-10225,26.8,2,0,12.864
KB-16600,9.84,3,0,2.8536
CR-12625,45.48,3,0,20.9208
CR-12625,289.2,6,0,83.868
SH-20395,4.89,1,0,2.0049
BP-11185,15.136,4,0.2,3.5948
BP-11185,466.768,2,0.2,52.5114
BP-11185,15.232,1,0.2,1.7136
BP-11185,6.264,3,0.2,2.0358
TS-21205,87.54,3,0,37.6422
AG-10525,178.384,2,0.2,22.298
AG-10525,15.552,3,0.2,5.4432
SP-20860,99.136,4,0.2,8.6744
NM-18445,135.882,1,0.1,24.1568
NM-18445,3991.98,2,0,1995.99
NM-18445,275.94,6,0,80.0226
NM-18445,360,4,0,129.6
NM-18445,43.57,1,0,13.071
FA-14230,7.16,2,0,3.58
GK-14620,251.52,6,0.2,81.744
GK-14620,99.99,1,0,34.9965
DJ-13510,15.992,1,0.2,0.9995
PO-18850,290.898,3,0.4,-67.8762
PO-18850,54.224,2,0.2,3.389
PO-18850,786.744,4,0.3,-258.5016
PO-18850,100.24,10,0.2,33.831
PO-18850,37.764,6,0.7,-27.6936
JL-15850,82.8,2,0.4,-20.7
JL-15850,20.724,2,0.7,-13.816
JL-15850,4.896,3,0.7,-3.4272
DB-13615,4.752,1,0.2,1.6038
DB-13615,959.984,2,0.2,335.9944
DB-13615,14.368,4,0.2,4.49
AC-10420,7.712,2,0.2,2.7956
AC-10420,698.352,3,0.2,-17.4588
KL-16645,4.96,4,0,2.3312
JD-15895,17.856,4,0.2,1.116
JD-15895,509.97,10,0.7,-407.976
JD-15895,30.992,13,0.2,10.0724
JD-15895,71.928,12,0.4,8.3916
CS-12130,88.8,4,0.2,-2.22
CC-12550,47.976,3,0.2,4.7976
TD-20995,7.56,3,0,3.0996
TD-20995,24.56,2,0,11.5432
TD-20995,12.96,2,0,4.1472
AB-10060,6.79,1,0,2.3086
AB-10060,24.56,2,0,11.5432
AB-10060,3.048,1,0.2,1.0668
AB-10060,49.12,4,0,23.0864
AB-10060,4355.168,4,0.2,1415.4296
JL-15505,388.704,6,0.2,-4.8588
JL-15505,8.26,2,0,3.7996
JL-15505,17.04,4,0,6.9864
JL-15505,34.4,5,0,15.824
HK-14890,36.24,5,0.2,11.325
VB-21745,647.84,8,0,168.4384
VB-21745,20.7,2,0,9.936
KW-16435,20.7,2,0,9.936
KW-16435,488.646,3,0.1,86.8704
KW-16435,5.56,2,0,1.4456
KW-16435,47.12,8,0,20.7328
JD-16060,211.96,4,0,8.4784
MK-17905,23.2,4,0,10.44
MK-17905,7.36,2,0,0.1472
MK-17905,104.79,7,0,29.3412
MK-17905,1043.92,4,0,271.4192
GT-14755,25.92,5,0.2,9.396
GT-14755,53.424,3,0.2,4.6746
AG-10900,8.16,5,0.7,-5.712
AG-10900,1023.936,8,0.2,179.1888
AG-10900,9.24,1,0.2,0.924
AG-10900,479.04,10,0.2,-29.94
MM-18280,99.136,4,0.2,30.98
AR-10405,1488.424,7,0.3,-297.6848
RA-19915,8.652,3,0.8,-20.3322
RA-19915,23.832,3,0.2,2.6811
RA-19915,12.176,4,0.8,-18.8728
AS-10285,50.96,7,0,25.48
AS-10285,49.536,3,0.2,17.3376
LA-16780,41.9,2,0,8.799
DO-13435,375.4575,3,0.45,-157.0095
DO-13435,83.976,3,0.2,-1.0497
DK-13225,482.34,4,0.7,-337.638
DK-13225,2.96,1,0.2,0.777
NG-18430,2.624,1,0.2,0.4264
MV-18190,23.36,4,0.2,7.884
MV-18190,39.98,2,0,13.5932
JG-15115,246.384,2,0.2,27.7182
JG-15115,1799.97,3,0,701.9883
BP-11095,12.462,3,0.8,-20.5623
VP-21730,75.792,3,0.2,25.5798
SS-20140,49.96,2,0,9.4924
SS-20140,12.96,2,0,6.2208
HP-14815,70.12,4,0,21.036
AG-10675,35.952,3,0.2,3.5952
AG-10675,2396.2656,4,0.32,-317.1528
AG-10675,131.136,4,0.2,-32.784
AG-10675,57.584,2,0.2,0.7198
LF-17185,9.568,2,0.2,3.4684
SP-20650,39.072,6,0.2,9.768
RF-19840,35.91,3,0,9.6957
KH-16510,179.95,5,0,37.7895
KH-16510,1199.976,3,0.2,434.9913
KH-16510,27.15,5,0,13.3035
KH-16510,1004.024,7,0.2,-112.9527
KH-16510,9.68,1,0,4.6464
KH-16510,28.35,9,0,13.608
KH-16510,55.98,1,0,27.4302
KH-16510,1336.829,13,0.15,31.4548
KH-16510,113.568,2,0.2,-18.4548
KC-16675,139.86,7,0,65.7342
KC-16675,307.136,4,0.2,26.8744
CJ-12010,95.92,8,0,25.8984
PB-19150,383.8,5,0.2,38.38
VB-21745,5.78,1,0,2.8322
SP-20860,9.32,4,0,2.7028
SP-20860,15.25,1,0,7.015
JE-15745,196.752,6,0.2,56.5662
MP-17965,56.56,4,0,14.7056
MP-17965,32.7,3,0,8.502
NF-18385,866.4,4,0,225.264
JM-15265,28.4,2,0,11.076
JM-15265,287.92,8,0,138.2016
SD-20485,69.99,1,0,30.0957
KH-16630,6.672,6,0.2,0.5004
RB-19795,189.588,2,0.7,-145.3508
RB-19795,408.744,7,0.2,76.6395
RB-19795,291.96,5,0.2,54.7425
RB-19795,4.768,2,0.2,-0.7748
DB-13060,714.3,5,0,207.147
MK-18160,4.812,2,0.7,-3.6892
MK-18160,247.8,5,0.2,-18.585
PO-19180,1007.979,3,0.3,43.1991
PO-19180,313.488,7,0.2,113.6394
BB-11545,31.872,8,0.2,11.5536
CV-12805,207.846,3,0.1,2.3094
PK-19075,12.22,1,0,3.666
PK-19075,194.94,3,0,23.3928
PK-19075,70.95,3,0,20.5755
PK-19075,91.36,4,0,42.0256
PK-19075,242.94,3,0,29.1528
PK-19075,22.05,7,0,10.584
TB-21595,2.91,1,0,1.3677
RB-19360,59.52,3,0,15.4752
RB-19360,161.94,3,0,9.7164
RB-19360,263.88,6,0,71.2476
RB-19360,30.48,3,0,7.9248
RB-19360,9.84,3,0,2.8536
RB-19360,35.12,4,0,9.1312
EB-13705,284.364,2,0.4,-75.8304
EB-13705,665.408,2,0.2,66.5408
KH-16630,63.88,4,0,24.9132
SC-20095,129.568,2,0.2,-24.294
NF-18385,747.558,3,0.3,-96.1146
NF-18385,8.928,2,0.2,3.348
JH-15985,103.92,4,0,36.372
JH-15985,899.91,9,0,377.9622
JH-15985,51.312,3,0.2,18.6006
TN-21040,23.56,5,0.2,7.068
TN-21040,1272.63,6,0.5,-814.4832
TN-21040,28.485,5,0.7,-20.889
TN-21040,185.376,2,0.2,-34.758
TN-21040,78.272,2,0.2,5.8704
JS-15940,254.744,7,0.6,-312.0614
DS-13180,205.3328,2,0.32,-36.2352
CC-12670,4.788,3,0.8,-7.9002
MH-17785,55.48,1,0,26.6304
JP-15520,340.92,3,0,3.4092
JP-15520,222.666,2,0.15,10.4784
JP-15520,703.968,4,0.2,87.996
JP-15520,92.52,6,0,24.9804
JP-15520,62.65,7,0,28.819
JP-15520,94.85,5,0,45.528
KH-16690,95.76,6,0.2,7.182
JE-15475,40.2,3,0,19.296
JG-15805,14.7,5,0,6.615
JG-15805,704.25,5,0,84.51
XP-21865,9.09,3,0,1.9089
EM-14065,5.96,2,0,1.6688
EM-14065,159.98,2,0,57.5928
MT-18070,29.6,2,0,14.8
MT-18070,514.165,5,0.15,-30.245
MT-18070,279.96,5,0.2,17.4975
SA-20830,2735.952,6,0.2,341.994
CW-11905,7.992,1,0.2,0.5994
CW-11905,63.984,2,0.2,10.3974
CW-11905,70.368,2,0.2,6.1572
AJ-10960,449.15,5,0,8.983
AJ-10960,11.07,3,0,5.0922
SS-20590,93.98,2,0,13.1572
RO-19780,189.882,3,0.4,-94.941
MD-17350,105.42,2,0,51.6558
SC-20095,119.616,8,0.2,40.3704
SC-20095,255.76,4,0,81.8432
SC-20095,241.568,2,0.2,18.1176
SC-20095,69.3,9,0,22.869
MY-17380,22.62,2,0.7,-15.08
MY-17380,14.952,2,0.7,-11.9616
MY-17380,801.568,2,0.2,50.098
MY-17380,2.376,3,0.7,-1.9008
MY-17380,32.792,1,0.2,11.8871
EB-13705,15.92,5,0.2,5.373
CM-12385,2.74,1,0,0.7398
CM-12385,8.34,3,0,2.1684
CM-12385,46.74,3,0,11.685
CM-12385,6354.95,5,0,3177.475
LS-17245,126.3,3,0,40.416
LS-17245,38.04,2,0,12.1728
LF-17185,7.152,3,0.2,0.7152
BN-11515,6.63,3,0,1.7901
BN-11515,5.88,2,0,1.7052
AD-10180,2999.95,5,0,1379.977
AD-10180,51.45,3,0,13.8915
AD-10180,11.96,2,0,5.382
AD-10180,1126.02,3,0,56.301
DB-13210,18.392,1,0.2,5.2877
DB-13210,129.568,2,0.2,-25.9136
DB-13210,14.112,9,0.8,-21.168
MC-17605,210.98,2,0,21.098
LH-17155,55.176,3,0.2,-12.4146
LH-17155,66.26,2,0,27.1666
BD-11605,22.2,5,0,10.434
PH-18790,683.952,3,0.2,42.747
PH-18790,45.696,3,0.2,5.1408
MG-18145,36.336,3,0.2,-7.2672
MG-18145,666.248,1,0.2,-149.9058
MG-18145,52.512,6,0.2,19.692
KB-16240,190.72,1,0.2,11.92
JC-15340,47.94,3,0,2.397
RL-19615,979.95,5,0,274.386
RL-19615,22.75,5,0,11.375
AA-10375,16.768,2,0.2,1.4672
EP-13915,42.616,7,0.8,-68.1856
MP-17470,10.752,4,0.2,3.36
DK-12985,152.94,3,0,41.2938
DK-12985,283.92,4,0,70.98
BD-11500,468.9,6,0,206.316
ES-14080,380.864,8,0.2,38.0864
LM-17065,646.776,9,0.2,-145.5246
PG-18895,58.112,2,0.2,7.264
PG-18895,100.792,1,0.2,6.2995
PG-18895,66.112,4,0.6,-84.2928
AS-10135,41.28,6,0.2,13.932
AS-10135,13.36,2,0,6.4128
DK-13225,250.272,9,0.2,15.642
DK-13225,11.364,3,0.8,-17.046
DK-13225,8.72,5,0.2,-1.744
BD-11320,1121.568,2,0.2,0
RC-19960,34.504,1,0.2,6.0382
GT-14710,10.824,3,0.2,2.5707
DK-13225,1295.78,2,0,310.9872
AJ-10945,19.456,4,0.2,3.4048
OT-18730,20.7,2,0,9.936
OT-18730,1335.68,4,0.2,-217.048
OT-18730,32.4,5,0,15.552
LP-17080,42.6,3,0,16.614
LP-17080,84.056,7,0.2,27.3182
CA-12775,13,5,0.2,1.3
CA-12775,13.128,3,0.2,3.7743
JF-15490,3.96,2,0,0
JF-15490,2.61,1,0,1.2006
FP-14320,374.376,3,0.2,46.797
EB-13840,91.84,8,0,45.0016
EB-13840,81.088,7,0.2,27.3672
EB-13840,19.44,3,0,9.3312
EB-13840,451.152,3,0.2,0
JF-15415,72.45,7,0,34.776
JF-15415,13.96,4,0,6.4216
JF-15415,33.264,7,0.2,11.2266
JF-15415,14.85,3,0,4.0095
SF-20200,8.82,3,0,2.3814
TG-21640,160.72,14,0,78.7528
TG-21640,19.92,4,0,9.7608
TG-21640,7.3,2,0,2.19
CS-11950,69.712,2,0.2,8.714
CS-11950,8.792,1,0.6,-5.7148
CC-12145,51.52,4,0,1.5456
DV-13465,470.376,3,0.2,52.9173
DV-13465,105.584,2,0.2,9.2386
DV-13465,31.152,3,0.2,3.5046
DV-13465,6.783,7,0.7,-4.7481
DV-13465,406.368,4,0.2,30.4776
BD-11725,70.98,1,0,4.9686
BD-11725,294.93,3,0,144.5157
ZC-21910,84.784,2,0.2,-20.1362
ZC-21910,20.736,4,0.2,7.2576
ZC-21910,16.821,3,0.7,-12.8961
ZC-21910,10.368,2,0.2,3.6288
MS-17830,9.344,2,0.2,1.168
MS-17830,31.2,3,0.2,9.75
LR-16915,76.12,2,0,22.0748
LR-16915,1199.976,3,0.2,434.9913
LR-16915,445.96,5,0.2,55.745
LR-16915,327.76,8,0,91.7728
TP-21130,11.632,2,0.2,1.0178
CK-12205,143.982,3,0.4,-28.7964
CK-12205,494.376,4,0.4,-115.3544
CK-12205,5.84,2,0.2,0.73
AS-10240,142.776,1,0.2,17.847
AS-10240,45.696,3,0.2,5.1408
AS-10240,7.218,3,0.7,-5.5338
AS-10240,43.188,4,0.7,-31.6712
AS-10240,131.904,3,0.2,47.8152
AR-10510,3.282,2,0.7,-2.6256
AR-10510,21.168,9,0.2,2.3814
AR-10510,55.188,2,0.4,-10.1178
NB-18655,369.576,3,0.2,41.5773
NB-18655,15.712,4,0.2,5.6956
GD-14590,8.448,2,0.2,2.64
GD-14590,728.946,9,0.4,-157.9383
CK-12595,119.94,10,0.4,15.992
CK-12595,3.648,2,0.7,-2.7968
NG-18355,40.48,2,0,15.7872
NG-18355,9.94,2,0,3.0814
NG-18355,107.424,9,0.2,33.57
NG-18355,37.91,1,0,10.9939
NG-18355,88.02,3,0,27.2862
CA-12265,8.69,5,0.8,-14.773
SF-20965,301.96,2,0,87.5684
SF-20965,555.21,5,0.1,178.901
SF-20965,523.48,4,0,130.87
SF-20965,161.82,9,0,46.9278
MO-17800,35.56,7,0,12.0904
AT-10735,97.16,2,0,28.1764
LC-17140,15.24,5,0.2,5.1435
LC-17140,13.23,3,0,6.0858
FM-14380,243.384,3,0.2,-51.7191
FM-14380,119.8,5,0.2,29.95
FM-14380,300.768,4,0.2,30.0768
BD-11605,17.88,3,0.2,2.4585
BD-11605,235.944,3,0.2,85.5297
DJ-13420,392.94,3,0,43.2234
ME-17725,18.882,3,0.7,-13.8468
ME-17725,122.328,3,0.2,12.2328
RB-19465,1049.2,5,0,272.792
RB-19465,15.424,4,0.2,5.0128
JD-16150,18.84,3,0,6.0288
JL-15835,330.4,2,0,85.904
JL-15835,26.25,7,0,12.6
SC-20305,132.52,4,0,54.3332
TW-21025,6.48,1,0,3.1752
CC-12430,209.3,2,0,56.511
BB-10990,31.56,5,0.2,9.8625
BB-10990,30.144,2,0.2,3.0144
AR-10825,14.8,4,0,6.068
AR-10825,302.376,3,0.2,22.6782
AR-10825,316,4,0,31.6
SR-20740,379.4,10,0,178.318
AR-10405,97.82,2,0,45.9754
AR-10405,103.12,8,0,10.312
CR-12730,113.552,2,0.2,8.5164
CR-12730,3.318,2,0.7,-2.6544
CR-12730,134.288,2,0.2,45.3222
EH-14125,701.372,2,0.3,-50.098
EH-14125,2.308,2,0.8,-3.462
CB-12025,999.432,7,0.2,124.929
CB-12025,724.08,14,0.2,-135.765
CB-12025,918.785,5,0.3,-118.1295
CB-12025,2.724,3,0.8,-4.2222
SP-20545,459.95,5,0,18.398
RC-19825,10.74,3,0,5.2626
TH-21235,23.76,3,0.2,2.079
TH-21235,85.056,3,0.2,28.7064
TH-21235,381.576,3,0.2,28.6182
RP-19390,30.36,5,0.2,8.7285
MO-17800,23.976,3,0.6,-14.3856
MO-17800,108.925,1,0.5,-71.8905
MO-17800,36.352,8,0.2,11.36
TD-20995,19.56,5,0.2,1.7115
RB-19570,61.44,3,0,16.5888
RB-19570,38.9,5,0,17.505
RB-19570,99.39,3,0,40.7499
CD-11980,2.688,3,0.8,-7.392
CD-11980,27.816,3,0.2,4.5201
CD-11980,82.524,3,0.6,-41.262
CD-11980,182.994,3,0.8,-320.2395
DJ-13630,14.352,3,0.2,4.6644
DJ-13630,64.96,2,0,2.5984
DJ-13630,68.6,4,0,18.522
GT-14635,7999.98,4,0.5,-3839.9904
GT-14635,167.44,2,0.2,14.651
MC-17845,479.97,3,0,163.1898
MC-17845,14.62,2,0,6.8714
MC-17845,19.44,3,0,9.3312
RA-19285,191.984,2,0.2,4.7996
NP-18325,104.01,1,0,14.5614
NP-18325,284.82,1,0,74.0532
NP-18325,36.84,3,0,10.3152
AB-10165,166.24,1,0,24.936
AB-10165,33.4,5,0,16.032
